pca_power('pendigits_training.txt','pendigits_test.txt',1,10)
Eigenvector  1
Test Object  3287
1 :  4.9292
Test Object  3288
1 :  123.2654
Test Object  3289
1 :  115.9430
Test Object  3290
1 :  121.4410
Test Object  3291
1 :  119.1345
Test Object  3292
1 :  88.8227
Test Object  3293
1 :  45.7891
Test Object  3294
1 :  34.8772
Test Object  3295
1 :  130.0773
Test Object  3296
1 :  -51.7041
Test Object  3297
1 :  -13.6817
Test Object  3298
1 :  47.8443
Test Object  3299
1 :  24.9820
Test Object  3300
1 :  52.0410
Test Object  3301
1 :  124.3368
Test Object  3302
1 :  103.8070
Test Object  3303
1 :  74.5739
Test Object  3304
1 :  14.9499
Test Object  3305
1 :  -26.6067
Test Object  3306
1 :  115.9226
Test Object  3307
1 :  60.2501
Test Object  3308
1 :  115.1723
Test Object  3309
1 :  140.3401
Test Object  3310
1 :  48.5521
Test Object  3311
1 :  118.8666
Test Object  3312
1 :  139.3040
Test Object  3313
1 :  -10.4025
Test Object  3314
1 :  71.3739
Test Object  3315
1 :  78.3391
Test Object  3316
1 :  52.1296
Test Object  3317
1 :  -19.9650
Test Object  3318
1 :  -49.7141
Test Object  3319
1 :  86.9931
Test Object  3320
1 :  80.7095
Test Object  3321
1 :  36.6995
Test Object  3322
1 :  39.0695
Test Object  3323
1 :  -29.4384
Test Object  3324
1 :  -50.0879
Test Object  3325
1 :  124.6898
Test Object  3326
1 :  116.2419
Test Object  3327
1 :  52.9546
Test Object  3328
1 :  -48.6307
Test Object  3329
1 :  65.6523
Test Object  3330
1 :  98.2200
Test Object  3331
1 :  -10.0117
Test Object  3332
1 :  60.1264
Test Object  3333
1 :  64.6956
Test Object  3334
1 :  50.5911
Test Object  3335
1 :  76.7030
Test Object  3336
1 :  33.3600
Test Object  3337
1 :  47.7845
Test Object  3338
1 :  54.3085
Test Object  3339
1 :  39.5977
Test Object  3340
1 :  -76.1706
Test Object  3341
1 :  101.2600
Test Object  3342
1 :  123.6969
Test Object  3343
1 :  58.3514
Test Object  3344
1 :  129.0236
Test Object  3345
1 :  10.3239
Test Object  3346
1 :  11.0556
Test Object  3347
1 :  137.0059
Test Object  3348
1 :  -77.9195
Test Object  3349
1 :  -89.3942
Test Object  3350
1 :  21.6140
Test Object  3351
1 :  120.8463
Test Object  3352
1 :  104.0893
Test Object  3353
1 :  117.9094
Test Object  3354
1 :  73.8805
Test Object  3355
1 :  63.1556
Test Object  3356
1 :  36.1132
Test Object  3357
1 :  149.1837
Test Object  3358
1 :  53.1993
Test Object  3359
1 :  119.1471
Test Object  3360
1 :  39.0410
Test Object  3361
1 :  149.7600
Test Object  3362
1 :  32.4338
Test Object  3363
1 :  42.6229
Test Object  3364
1 :  59.5001
Test Object  3365
1 :  59.9344
Test Object  3366
1 :  98.1159
Test Object  3367
1 :  88.9359
Test Object  3368
1 :  81.8093
Test Object  3369
1 :  135.1738
Test Object  3370
1 :  2.9191
Test Object  3371
1 :  126.6497
Test Object  3372
1 :  122.7089
Test Object  3373
1 :  125.7533
Test Object  3374
1 :  -76.7857
Test Object  3375
1 :  -67.7231
Test Object  3376
1 :  65.9135
Test Object  3377
1 :  115.9415
Test Object  3378
1 :  96.2413
Test Object  3379
1 :  61.6201
Test Object  3380
1 :  42.5681
Test Object  3381
1 :  145.0212
Test Object  3382
1 :  51.1362
Test Object  3383
1 :  15.8198
Test Object  3384
1 :  122.4427
Test Object  3385
1 :  82.6328
Test Object  3386
1 :  96.1771
Test Object  3387
1 :  128.0856
Test Object  3388
1 :  -60.7022
Test Object  3389
1 :  40.3467
Test Object  3390
1 :  57.4376
Test Object  3391
1 :  105.2517
Test Object  3392
1 :  107.1908
Test Object  3393
1 :  133.3191
Test Object  3394
1 :  74.3701
Test Object  3395
1 :  56.1583
Test Object  3396
1 :  59.9846
Test Object  3397
1 :  -15.2985
Test Object  3398
1 :  90.5880
Test Object  3399
1 :  59.1065
Test Object  3400
1 :  -8.2907
Test Object  3401
1 :  132.1843
Test Object  3402
1 :  127.6726
Test Object  3403
1 :  22.5300
Test Object  3404
1 :  61.6470
Test Object  3405
1 :  69.1402
Test Object  3406
1 :  103.0403
Test Object  3407
1 :  122.9863
Test Object  3408
1 :  125.1003
Test Object  3409
1 :  -7.9285
Test Object  3410
1 :  -35.9054
Test Object  3411
1 :  134.7296
Test Object  3412
1 :  119.5845
Test Object  3413
1 :  136.6353
Test Object  3414
1 :  125.8395
Test Object  3415
1 :  127.2527
Test Object  3416
1 :  13.8759
Test Object  3417
1 :  48.8283
Test Object  3418
1 :  10.6683
Test Object  3419
1 :  70.6709
Test Object  3420
1 :  62.2828
Test Object  3421
1 :  45.9495
Test Object  3422
1 :  49.4520
Test Object  3423
1 :  128.8636
Test Object  3424
1 :  -29.0986
Test Object  3425
1 :  42.6926
Test Object  3426
1 :  58.4452
Test Object  3427
1 :  147.7149
Test Object  3428
1 :  67.8956
Test Object  3429
1 :  -14.2240
Test Object  3430
1 :  -34.3675
Test Object  3431
1 :  43.3608
Test Object  3432
1 :  41.3963
Test Object  3433
1 :  130.3455
Test Object  3434
1 :  119.9418
Test Object  3435
1 :  70.8733
Test Object  3436
1 :  6.0026
Test Object  3437
1 :  57.0165
Test Object  3438
1 :  62.5376
Test Object  3439
1 :  113.9856
Test Object  3440
1 :  85.8351
Test Object  3441
1 :  98.0553
Test Object  3442
1 :  48.6864
Test Object  3443
1 :  118.5321
Test Object  3444
1 :  -64.5782
Test Object  3445
1 :  -73.4268
Test Object  3446
1 :  34.2124
Test Object  3447
1 :  47.9330
Test Object  3448
1 :  -30.4296
Test Object  3449
1 :  35.1547
Test Object  3450
1 :  50.0380
Test Object  3451
1 :  60.3101
Test Object  3452
1 :  -45.2983
Test Object  3453
1 :  123.1981
Test Object  3454
1 :  72.1819
Test Object  3455
1 :  71.3795
Test Object  3456
1 :  36.7008
Test Object  3457
1 :  -29.7103
Test Object  3458
1 :  129.6602
Test Object  3459
1 :  120.7281
Test Object  3460
1 :  124.5985
Test Object  3461
1 :  -85.6302
Test Object  3462
1 :  3.7273
Test Object  3463
1 :  49.8188
Test Object  3464
1 :  126.6506
Test Object  3465
1 :  51.2993
Test Object  3466
1 :  -25.4341
Test Object  3467
1 :  127.3216
Test Object  3468
1 :  121.1683
Test Object  3469
1 :  -11.3569
Test Object  3470
1 :  49.1299
Test Object  3471
1 :  128.4700
Test Object  3472
1 :  31.8124
Test Object  3473
1 :  -27.4948
Test Object  3474
1 :  14.8402
Test Object  3475
1 :  76.8203
Test Object  3476
1 :  61.7126
Test Object  3477
1 :  -36.0165
Test Object  3478
1 :  89.3798
Test Object  3479
1 :  97.6289
Test Object  3480
1 :  49.6864
Test Object  3481
1 :  27.2000
Test Object  3482
1 :  78.7035
Test Object  3483
1 :  121.4288
Test Object  3484
1 :  -45.1371
Test Object  3485
1 :  -27.8298
Test Object  3486
1 :  124.5833
Test Object  3487
1 :  31.5184
Test Object  3488
1 :  127.0109
Test Object  3489
1 :  108.8128
Test Object  3490
1 :  101.8316
Test Object  3491
1 :  136.0809
Test Object  3492
1 :  -42.7590
Test Object  3493
1 :  40.5200
Test Object  3494
1 :  32.1072
Test Object  3495
1 :  -49.5188
Test Object  3496
1 :  -37.2713
Test Object  3497
1 :  39.4978
diary off
